Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
24,"L Ballotta, G Fusai, D Marazzina",Integrated structural approach to credit value adjustment,2019,European Journal of Operational Research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0377221718306313,"https://scholar.google.com/scholar?cites=13340372594153830208&as_sdt=2005&sciodt=0,5&hl=en",4,07/04/2024 15:22,,,,,,,,,24,4.8,8,3,5,"This paper proposes an integrated pricing framework for Credit Value Adjustment of equity and commodity products. The given framework, in fact, generates dependence …",https://re.public.polimi.it/bitstream/11311/1066977/2/CVA_draft_2018%2BAppendix.pdf,"https://scholar.google.com/scholar?q=related:QDflrTGGIrkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
44,M Pargendler,Evolução do direito societário: lições do Brasil,2021,Evolução do Direito Societário: Lições do Brasil,books.google.com,https://books.google.com/books?hl=en&lr=&id=LnvxEAAAQBAJ&oi=fnd&pg=PA1&ots=sqUzC7n1kj&sig=DKIw9EcU1jUREhjMgSAVLJhoKTE,"https://scholar.google.com/scholar?cites=11242851705701264353&as_sdt=2005&sciodt=0,5&hl=en",12,23/03/2024 21:36,BOOK,,,,,,,,44,14.67,44,1,3,O estudo de Mariana Pargendler ajuda a preencher importante lacuna acadêmica ao apresentar uma sofisticada história da evolução do direito societário brasileiro nos últimos …,,"https://scholar.google.com/scholar?q=related:4eu3JA-iBpwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"M Briere, A Szafarz",Factor investing: The rocky road from long-only to long-short,2017,Factor Investing,Elsevier,https://www.sciencedirect.com/science/article/pii/B9781785482014500027,"https://scholar.google.com/scholar?cites=15458596644944809558&as_sdt=2005&sciodt=0,5&hl=en",4,07/04/2024 15:20,,,,,,,,,20,2.86,10,2,7,Factor investing has emerged from the asset management world as the new paradigm for long-term investment. It attracted fresh interest after the publication of a report on active …,https://www.researchgate.net/profile/Ariane-Szafarz/publication/314949628_Factor_Investing_The_Rocky_Road_from_Long_Only_to_Long_Short/links/598b780b0f7e9b07d21f6906/Factor-Investing-The-Rocky-Road-from-Long-Only-to-Long-Short.pdf,"https://scholar.google.com/scholar?q=related:Vg770773h9YJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
157,"A Michiels, V Molly",Financing decisions in family businesses: A review and suggestions for developing the field,2017,Family Business Review,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0894486517736958,"https://scholar.google.com/scholar?cites=7944488208512594185&as_sdt=2005&sciodt=0,5&hl=en",1,23/03/2024 21:36,,10.1177/0894486517736958,,,,,,,157,22.43,79,2,7,"Motivated by the growing attention to the financing decisions of family firms, this review brings together the two highly relevant research fields of family business and finance. This …",https://digital.ffi.org/wp-content/uploads/2017/10/Financing-Decisions-in-Family-Businesses-December-2017.pdf,"https://scholar.google.com/scholar?q=related:CTGsFu99QG4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,"F Belot, E Ginglinger, LT Starks",Encouraging long-term shareholders: The effects of loyalty shares with double voting rights,2023,Finance,cairn.info,https://www.cairn.info/revue-finance-2023-4-page-3.htm,"https://scholar.google.com/scholar?cites=9741270795009076626&as_sdt=2005&sciodt=0,5&hl=en",10,23/03/2024 21:36,,,,,,,,,16,16.0,5,3,1,"1 Shares with disproportional voting rights are the subject of heated debates among investors, governments, and firm management. Such shares, including dual-class shares …",,"https://scholar.google.com/scholar?q=related:ki1nNS3yL4cJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
12,P Roger,The 99% market sentiment index,2014,Finance,cairn.info,https://www.cairn.info/revue-finance-2014-3-page-53.htm,"https://scholar.google.com/scholar?cites=5281117648004623564&as_sdt=2005&sciodt=0,5&hl=en",13,23/03/2024 21:50,HTML,,,,,,,,12,1.2,12,1,10,"We build a market sentiment index based solely on the changes over time in the number of different stocks held by individual investors. No prices, returns or trading volumes enter the …",https://www.cairn.info/revue-finance-2014-3-page-53.htm,"https://scholar.google.com/scholar?q=related:zKxcMoVMSkkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"M Farooq Ahmad, C Beuselinck, H Bollaert",Employment protection and payout policy,2017,Finance,cairn.info,https://www.cairn.info/revue-finance-2017-3-page-5.htm,"https://scholar.google.com/scholar?cites=3572836161317234935&as_sdt=2005&sciodt=0,5&hl=en",7,07/04/2024 15:21,HTML,,,,,,,,9,1.29,3,3,7,This paper examines the relationship between employment protection legislation (EPL) and corporate payouts. Employees are corporate claimants who compete with shareholders to …,https://www.cairn.info/revue-finance-2017-3-page-5.htm,"https://scholar.google.com/scholar?q=related:9-j7G49DlTEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
31,"C D'hondt, M Merli, T Roger",What drives retail portfolio exposure to ESG factors?,2022,Finance Research Letters,Elsevier,https://www.sciencedirect.com/science/article/pii/S1544612321004505,"https://scholar.google.com/scholar?cites=12575789381345023940&as_sdt=2005&sciodt=0,5&hl=en",3,23/03/2024 21:34,,,,,,,,,31,15.5,10,3,2,"Using both survey and trading data from 9,286 retail investors for the 2005–2011 period, we highlight the impact of financial literacy and risk tolerance on retail stock portfolio exposure …",https://www.sciencedirect.com/science/article/am/pii/S1544612321004505,"https://scholar.google.com/scholar?q=related:xBczHdAthq4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
24,"C Revelli, JL Viviani",Performance financière de l'investissement socialement responsable (ISR): une méta-analyse,2012,Finance contrôle stratégie,journals.openedition.org,https://journals.openedition.org/fcs/1222,"https://scholar.google.com/scholar?cites=14779949794859282053&as_sdt=2005&sciodt=0,5&hl=en",21,23/03/2024 21:49,HTML,,,,,,,,24,2.0,12,2,12,Cette étude a pour but de démontrer un lien entre l'investissement socialement responsable (ISR) et la performance financière ou boursière. Une méta-analyse–la première dans le …,https://journals.openedition.org/fcs/1222,"https://scholar.google.com/scholar?q=related:he6x6AfuHM0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
20,"SD Toe, X Hollandts…",La «face cachée» de l'actionnariat salarié: Etude empirique sur l'indice SBF 120 (2000-2014),2017,Finance contrôle stratégie,journals.openedition.org,https://journals.openedition.org/fcs/1914,"https://scholar.google.com/scholar?cites=3491945982026146124&as_sdt=2005&sciodt=0,5&hl=en",5,07/04/2024 15:25,HTML,,,,,,,,20,2.86,7,3,7,L'actionnariat salarié se développe de manière inexorable et tend à faire des salariés des acteurs incontournables de la gouvernance des entreprises. Face à cette transformation …,https://journals.openedition.org/fcs/1914,"https://scholar.google.com/scholar?q=related:TGGFmV7idTAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
42,"N Bouzouita, JF Gajewski, C Gresse",Liquidity benefits from IPO underpricing: ownership dispersion or information effect,2015,Financial Management,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/fima.12085,"https://scholar.google.com/scholar?cites=18024810507506355851&as_sdt=2005&sciodt=0,5&hl=en",8,23/03/2024 21:36,,10.1111/fima.12085,,,,,,,42,4.67,14,3,9,The positive correlation between initial underpricing and liquidity in the secondary market several months after an initial public offering (IPO) has previously been attributed to …,https://hal.science/tel-01071439/document,"https://scholar.google.com/scholar?q=related:iw6lM6j9JPoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
58,GB Koumou,Diversification and portfolio theory: a review,2020,Financial Markets and Portfolio Management,Springer,https://link.springer.com/article/10.1007/s11408-020-00352-6,"https://scholar.google.com/scholar?cites=10035448504181257239&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:20,,10.1007/s11408-020-00352-6,,,,,,,58,14.5,58,1,4,"Diversification is one of the major components of investment decision-making under risk or uncertainty. However, paradoxically, as the 2007–2009 financial crisis revealed, the concept …",,"https://scholar.google.com/scholar?q=related:F_RylT4TRYsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
32,M Wallmeier,Beyond payoff diagrams: How to present risk and return characteristics of structured products,2011,Financial Markets and Portfolio Management,Springer,https://link.springer.com/article/10.1007/s11408-011-0163-0,"https://scholar.google.com/scholar?cites=878016481283237588&as_sdt=2005&sciodt=0,5&hl=en",16,23/03/2024 21:37,,10.1007/s11408-011-0163-0,,,,,,,32,2.46,32,1,13,"The market for structured products in Germany and Switzerland experienced a decade of rapid growth before the financial crisis. When Lehman Brothers went bankrupt, however, it …",https://folia.unifr.ch/documents/301977/files/BeyondPayoffDiagrams_wp_wallmeier.pdf,"https://scholar.google.com/scholar?q=related:1GbTeVZXLwwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
39,W Breuer,Finanzierung: eine systematische Einführung,2013,Finanzierung: Eine systematische Einführung,books.google.com,https://books.google.com/books?hl=en&lr=&id=xr4lBAAAQBAJ&oi=fnd&pg=PR5&ots=LLnObTx4TC&sig=5fysv1W1mVCz7ggO7sPZ1nCGEXU,"https://scholar.google.com/scholar?cites=15700441908080667000&as_sdt=2005&sciodt=0,5&hl=en",22,23/03/2024 21:38,BOOK,,,,,,,,39,3.55,39,1,11,Die Bestimmung der optimalen Finanzierungsweise von Unternehmen zählt zu den Kernproblemen der Betriebswirtschaftslehre. Im Gegensatz zu den meisten anderen Werken …,,"https://scholar.google.com/scholar?q=related:eOnNG7ss49kJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
73,"S Manigart, M Wright",Venture capital investors and portfolio firms,2013,Foundations and Trends® in Entrepreneurship,nowpublishers.com,https://www.nowpublishers.com/article/Details/ENT-040,"https://scholar.google.com/scholar?cites=14505236688793913562&as_sdt=2005&sciodt=0,5&hl=en",19,23/03/2024 21:21,,,,,,,,,73,6.64,37,2,11,The principal goal of this monograph is to provide an overview of relevant aspects and research findings pertaining to the period after the venture capital firm (also known as …,https://www.nowpublishers.com/article/DownloadSummary/ENT-040,"https://scholar.google.com/scholar?q=related:2kiGmurzTMkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
10,"P Li, H Zhang, Y Yuan, A Hao",Time-varying impacts of carbon price drivers in the EU ETS: a TVP-VAR analysis,2021,Frontiers in Environmental Science,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fenvs.2021.651791/full,"https://scholar.google.com/scholar?cites=1289692153765620014&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:24,HTML,10.3389/fenvs.2021.651791,,,,,,,10,3.33,3,4,3,This study analyzes the impacts of different drivers on the pricing of EU carbon futures in various periods by using the time-varying parameter vector autoregressive (TVP-VAR) …,https://www.frontiersin.org/articles/10.3389/fenvs.2021.651791/full,"https://scholar.google.com/scholar?q=related:LunORi7o5REJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
65,V Berthet,The impact of cognitive biases on professionals' decision-making: A review of four occupational areas,2022,Frontiers in Psychology,frontiersin.org,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.802439/full,"https://scholar.google.com/scholar?cites=11209447718724623831&as_sdt=2005&sciodt=0,5&hl=en",1,23/03/2024 21:50,HTML,10.3389/fpsyg.2021.802439,,,,,,,65,32.5,65,1,2,"The author reviewed the research on the impact of cognitive biases on professionals' decision-making in four occupational areas (management, finance, medicine, and law). Two …",https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.802439/full,"https://scholar.google.com/scholar?q=related:193kWk_1j5sJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
82,"F Baldi, A Pandimiglio",The role of ESG scoring and greenwashing risk in explaining the yields of green bonds: A conceptual framework and an econometric analysis,2022,Global Finance Journal,Elsevier,https://www.sciencedirect.com/science/article/pii/S1044028322000138,"https://scholar.google.com/scholar?cites=4561121343901527912&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:24,,,,,,,,,82,41.0,41,2,2,This article aims to investigate the factors that most influence the yields of public sector and corporate green bonds besides those conveyed by the conventional finance theory (eg …,https://cris.unibo.it/bitstream/11585/947074/3/Role_of_ESG_Scoring.pdf,"https://scholar.google.com/scholar?q=related:aO-zSLJbTD8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
23,"M Caramelli, EJ Carberry",Understanding employee preferences for investing in employer stock: evidence from F rance,2014,Human Resource Management Journal,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1748-8583.12057,"https://scholar.google.com/scholar?cites=116447305574122013&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:25,,10.1111/1748-8583.12057,,,,,,,23,2.3,12,2,10,"In this article, we broaden the focus of existing research on employee stock purchase plans by analysing employee preferences for investing in employer stock as a construct distinct …",https://www.academia.edu/download/35969898/Caramelli_and_Carberry_2014_-_Employee_Preferences_for_Employer_Stock.pdf,"https://scholar.google.com/scholar?q=related:HQLMGzW0nQEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
124,"R Jain, P Jain, C Jain",Behavioral Biases in the Decision Making of Individual Investors.,2015,IUP Journal of Knowledge …,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09729216&AN=108710890&h=YDtHlqOtZTF7Ar5Z9p5sTMp7H%2BzwbxWy8n%2F7kRaXqx508FcwnThbs%2F4ANFTIlsN6OzvAE8LBFt53tYsVcyiA4Q%3D%3D&crl=c,"https://scholar.google.com/scholar?cites=16089308573311791469&as_sdt=2005&sciodt=0,5&hl=en",1,07/04/2024 15:20,,,,,,,,,124,13.78,41,3,9,"In earlier research, it has been discovered that contrary to the assumptions and theories of conventional finance, many irrational behaviors related to investment judgment occur in real …",,"https://scholar.google.com/scholar?q=related:bXHlEee0SN8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
32,"L Guery, A Stevenot, GT Wood, ...",The impact of private equity on employment: The consequences of fund country of origin—new evidence from France,2017,Industrial Relations: A Journal of Economy and Society,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/irel.12193,"https://scholar.google.com/scholar?cites=552521110771749827&as_sdt=2005&sciodt=0,5&hl=en",5,23/03/2024 21:50,,10.1111/irel.12193,,,,,,,32,4.57,8,4,7,This article explores the country of origin effects of private equity investment on employment in France. Using propensity score matching methodology applied to establishment?level …,https://repository.essex.ac.uk/16753/1/FrancePE%20employment%20091114%20-%20IR.pdf,"https://scholar.google.com/scholar?q=related:w1N02gXzqgcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,"M Salehi, M Lari Dashtbayaz, ...",The effects of corporate characteristics on managerial entrenchment,2021,Interdisciplinary Journal of Management Studies,ijms.ut.ac.ir,https://ijms.ut.ac.ir/article_77670_0.html?lang=en,"https://scholar.google.com/scholar?cites=9211656837944555899&as_sdt=2005&sciodt=0,5&hl=en",11,07/04/2024 16:19,,,,,,,,,16,5.33,5,3,3,The present study aims to assess the relationship between some corporate factors and managerial entrenchment in companies listed on the Tehran Stock Exchange during 2011 …,https://ijms.ut.ac.ir/article_77670_2b9a9b4ed01878ff93a55b141d98408e.pdf,"https://scholar.google.com/scholar?q=related:e7l7shZh1n8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
25,"BW Kori, S Muathe, SM Maina",Financial and non-financial measures in evaluating Performance: the role of strategic intelligence in the context of commercial banks in Kenya,2020,International Business Research,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/b9c9/92610c211d89df09b6f5ce4c28223efa564f.pdf,"https://scholar.google.com/scholar?cites=3265049803764201334&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:22,PDF,,,,,,,,25,6.25,8,3,4,"This study provides comprehensive discussion on role of strategic intelligence in commercial banks, in Kenyan context. The primary focus was to evaluate the performance of …",https://pdfs.semanticscholar.org/b9c9/92610c211d89df09b6f5ce4c28223efa564f.pdf,"https://scholar.google.com/scholar?q=related:dvdSX3_JTy0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
28,"QT Pham, HH Phan, M Cristofaro, S Misra, ...",Examining the intention to invest in cryptocurrencies: An extended application of the theory of planned behavior on Italian independent investors,2021,International Journal of Applied Behavioral Economics,igi-global.com,https://www.igi-global.com/article/examining-the-intention-to-invest-in-cryptocurrencies/280545,"https://scholar.google.com/scholar?cites=7860111740235130912&as_sdt=2005&sciodt=0,5&hl=en",8,23/03/2024 21:34,,,,,,,,,28,9.33,6,5,3,Among investors of cryptocurrencies there are supporters and detractors; this claims for the identification of the behavioral and socio-demographic factors that push to invest (or not) in …,https://iris.unitn.it/bitstream/11572/330442.2/2/IJABE.pdf,"https://scholar.google.com/scholar?q=related:IKiXq_u5FG0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
49,"N Kumari, AK Sar",Recent developments and review in behavioural finance,2017,International Journal of Applied Business and Economic Research,researchgate.net,https://www.researchgate.net/profile/Nidhi_Kumari9/publication/323082058_Recent_developments_and_review_in_behavioral_finance/links/5a9ff2bf0f7e9badd99f76be/Recent-developments-and-review-in-behavioral-finance.pdf,"https://scholar.google.com/scholar?cites=9422239181978933612&as_sdt=2005&sciodt=0,5&hl=en",7,23/03/2024 21:34,PDF,,,,,,,,49,7.0,25,2,7,Purpose: The present study probes into the existing literature available on the area of Behavioral Finance (BF) which is an emerging field of finance. The study aims to expand the …,https://www.researchgate.net/profile/Nidhi_Kumari9/publication/323082058_Recent_developments_and_review_in_behavioral_finance/links/5a9ff2bf0f7e9badd99f76be/Recent-developments-and-review-in-behavioral-finance.pdf,"https://scholar.google.com/scholar?q=related:bBmfZp2EwoIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"D Kourtidis, Ž Ševi?…",Overconfidence and stock returns: a behavioural perspective,2015,International Journal of Behavioural Accounting and Finance,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJBAF.2015.071046,"https://scholar.google.com/scholar?cites=10967903165825947664&as_sdt=2005&sciodt=0,5&hl=en",7,07/04/2024 15:20,,10.1504/IJBAF.2015.071046,,,,,,,8,0.89,3,3,9,"This study attempts to group investors (individuals and professionals) into different segments based on their level of overconfidence (as a psychological bias) and, then, to examine …",https://www.academia.edu/download/108237372/link.pdf,"https://scholar.google.com/scholar?q=related:EBjwodHRNZgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"A Hamelin, M Pfiffelmann",The private equity premium puzzle: a behavioural finance approach,2015,International Journal of Behavioural Accounting and Finance,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJESB.2015.067462,"https://scholar.google.com/scholar?cites=80730128619575398&as_sdt=2005&sciodt=0,5&hl=en",8,07/04/2024 15:20,,10.1504/IJESB.2015.067462,,,,,,,7,0.78,4,2,9,"This paper adds new insights on the specificities of entrepreneurs, by focusing on the specificity of entrepreneurs' financial behaviour. First, we provide a detailed review of the …",,"https://scholar.google.com/scholar?q=related:ZpgKz5_PHgEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
19,"G Kleinman, BB Lin","Audit regulation in an international setting: Testing the impact of religion, culture, market factors, and legal code on national regulatory efforts",2017,International Journal of Disclosure and Governance,Springer,https://link.springer.com/article/10.1057/s41310-016-0016-1,"https://scholar.google.com/scholar?cites=4612436806160832070&as_sdt=2005&sciodt=0,5&hl=en",12,23/03/2024 21:38,,10.1057/s41310-016-0016-1,,,,,,,19,2.71,10,2,7,"Assuring the quality of international auditing is important in the current, globalized business/economic environment. High-quality international auditing efforts promote greater …",https://digitalcommons.montclair.edu/cgi/viewcontent.cgi?article=1029&context=acctg-finance-facpubs,"https://scholar.google.com/scholar?q=related:RlYnZNaqAkAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
30,"SA Badayi, BT Matemilola, BA An, ...",Does corporate social responsibility influence firm probability of default?,2021,International Journal of Finance & Economics,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijfe.1966,"https://scholar.google.com/scholar?cites=5794407545704738433&as_sdt=2005&sciodt=0,5&hl=en",8,23/03/2024 21:49,,10.1002/ijfe.1966,,,,,,,30,10.0,8,4,3,This study extends the literature on the capital structure of corporate social responsibility (CSR) firms by examining the effect of CSR on the firm probability of default using a sample …,,"https://scholar.google.com/scholar?q=related:ge6SdfbeaVAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
35,"E Mnif, B Salhi, A Jarboui",Herding behaviour and Islamic market efficiency assessment: case of Dow Jones and Sukuk market,2020,International Journal of Islamic and Middle Eastern Finance and Management,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/IMEFM-10-2018-0354/full/html,"https://scholar.google.com/scholar?cites=9189572057148112975&as_sdt=2005&sciodt=0,5&hl=en",10,23/03/2024 21:34,,10.1108/IMEFM-10-2018-0354,,,,,,,35,8.75,12,3,4,Purpose The purpose of this paper is to present the Islamic stock and Sukuk market efficiency and focus on the presence of investor herding behaviour (HB) captured by Hurst …,,"https://scholar.google.com/scholar?q=related:T0Ar-Bjrh38J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
17,"NB Boujelbene, A Bouri, ...",Ownership structure and stock market liquidity: evidence from Tunisia,2011,International Journal of Managerial and Financial Accounting,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJMFA.2011.038365,"https://scholar.google.com/scholar?cites=4943826066340567687&as_sdt=2005&sciodt=0,5&hl=en",22,23/03/2024 21:36,,10.1504/IJMFA.2011.038365,,,,,,,17,1.31,6,3,13,"The aim of this paper is to identify and analyse the influence of ownership concentration on stock market liquidity in general, and the adverse selection component of the spread in …",,"https://scholar.google.com/scholar?q=related:h9qLI53_m0QJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
16,H Boubacar,Women's presence in top management and the performance of microfinance institutions in West Africa,2020,International Journal of Social Economics,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/IJSE-06-2019-0365/full/html,"https://scholar.google.com/scholar?cites=13901593291546034931&as_sdt=2005&sciodt=0,5&hl=en",7,07/04/2024 15:22,,10.1108/IJSE-06-2019-0365,,,,,,,16,4.0,16,1,4,Purpose The purpose of this paper is to investigate the relationship between the presence of women in senior management and the performance of microfinance organizations in the …,,"https://scholar.google.com/scholar?q=related:8wKO4nFh7MAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
24,"S Vanduffel, A Ahcan, L Henrard, ...",An explicit option-based strategy that outperforms dollar cost averaging,2012,International Journal of Theoretical and Applied Finance,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S0219024912500136,"https://scholar.google.com/scholar?cites=16033812681163422636&as_sdt=2005&sciodt=0,5&hl=en",20,23/03/2024 21:37,,10.1142/S0219024912500136,,,,,,,24,2.0,6,4,12,Dollar cost averaging (DCA) is a widely employed investment strategy in financial markets. At the same time it is also well documented that such gradual policy is sub-optimal from the …,https://www.researchgate.net/profile/Steven-Vanduffel/publication/227652476_An_explicit_option-based_strategy_that_outperforms_dollar_cost_averaging/links/0046352702cc418bb3000000/An-explicit-option-based-strategy-that-outperforms-dollar-cost-averaging.pdf,"https://scholar.google.com/scholar?q=related:rDvmx66Lg94J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"H Wang, X Xiang, L Han","Financial development, legal systems and SME finance: Cross-country evidence",2023,International Review of Economics & Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S1059056023002307,"https://scholar.google.com/scholar?cites=15851745996055867475&as_sdt=2005&sciodt=0,5&hl=en",2,07/04/2024 15:21,HTML,,,,,,,,8,8.0,3,3,1,"This paper provides a comprehensive investigation into the selection of different sources of finance for both short-term and long-term projects by SMEs, utilizing cross-country data from …",https://www.sciencedirect.com/science/article/pii/S1059056023002307,"https://scholar.google.com/scholar?q=related:U3ChTP-2_NsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"FÉ Racicot, R Théoret, GN Gregoriou",The response of hedge fund higher moment risk to macroeconomic and illiquidity shocks,2021,International Review of Economics & Finance,Elsevier,https://www.sciencedirect.com/science/article/pii/S1059056020302902,"https://scholar.google.com/scholar?cites=12544937232660676237&as_sdt=2005&sciodt=0,5&hl=en",11,07/04/2024 15:24,,,,,,,,,8,2.67,3,3,3,"Risk related to return higher moments is usually perceived as substantial in the hedge fund industry. In this article, we relate the return co-skewness and co-kurtosis of hedge fund …",,"https://scholar.google.com/scholar?q=related:jb5PevKRGK4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
70,SA Johan,Listing standards as a signal of IPO preparedness and quality,2010,International Review of Law and Economics,Elsevier,https://www.sciencedirect.com/science/article/pii/S0144818809000751,"https://scholar.google.com/scholar?cites=3653889167854834524&as_sdt=2005&sciodt=0,5&hl=en",26,23/03/2024 21:21,,,,,,,,,70,5.0,70,1,14,"This paper compares three aspects of IPOs on the Toronto Stock Exchange's junior (TSX-V) and senior (TSX) markets:(1) share price performance on the first day and first year,(2) …",https://www.researchgate.net/profile/Sofia-Johan/publication/227351311_Listing_standards_as_a_signal_of_IPO_preparedness_and_quality/links/6171a6ae750da711ac67661d/Listing-standards-as-a-signal-of-IPO-preparedness-and-quality.pdf,"https://scholar.google.com/scholar?q=related:XJOiytY4tTIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
87,"R Dang, AF Bender, MJ Scotto",Women on French corporate board of directors: How do they differ from their male counterparts?,2014,Journal of Applied Business Research,clutejournals.com,https://www.clutejournals.com/index.php/JABR/article/view/8420,"https://scholar.google.com/scholar?cites=2532631767761811580&as_sdt=2005&sciodt=0,5&hl=en",5,07/04/2024 16:19,,,,,,,,,87,8.7,29,3,10,"Our research aims at exploring individuals characteristics of women on Boards in the French context. In the first part of our paper, we discuss the different theoretical frameworks which …",https://www.clutejournals.com/index.php/JABR/article/download/8420/8439,"https://scholar.google.com/scholar?q=related:fPhPoCy3JSMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
35,"C Bernard, X Jiang, S Vanduffel",A note on 'Improved Fréchet bounds and model-free pricing of multi-asset options' by Tankov (2011),2012,Journal of Applied Probability,cambridge.org,https://www.cambridge.org/core/journals/journal-of-applied-probability/article/note-on-improved-frechet-bounds-and-modelfree-pricing-of-multiasset-options-by-tankov-2011/C24E9E84918948FF5D364EC4A8028AE2,"https://scholar.google.com/scholar?cites=186088687188660478&as_sdt=2005&sciodt=0,5&hl=en",14,23/03/2024 21:37,,,,,,,,,35,2.92,12,3,12,"Tankov (2011) improved the Fréchet bounds for a bivariate copula when its values on a compact subset of [0, 1] 2 are given. He showed that the best possible bounds are quasi …",https://www.researchgate.net/profile/Steven-Vanduffel/publication/228206134_Note_on_'Improved_Frechet_Bounds_and_Model-Free_Pricing_of_Multi-Asset_Options'_by_Tankov_2011/links/00b49522647682bd2b000000/Note-on-Improved-Frechet-Bounds-and-Model-Free-Pricing-of-Multi-Asset-Options-by-Tankov-2011.pdf,"https://scholar.google.com/scholar?q=related:_lCZ0KwelQIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
